trade_date,Iran_entropy,Crypto_entropy,Macro_entropy,Geopolitical_entropy,Energy_entropy,Pandemic_entropy,composite_entropy,inv_composite_entropy,inv_Geopolitical_entropy,inv_Crypto_entropy,inv_Macro_entropy,inv_Energy_entropy,inv_Iran_entropy
2026-02-04,0.36075659305489266,0.3806424248714495,0.3573258413366884,0.436770116252775,0.5987919611824457,,0.4268573873396503,0.5731426126603497,0.5632298837472249,0.6193575751285505,0.6426741586633116,0.4012080388175543,0.6392434069451074
2026-02-05,0.3448646366066769,0.33496052637649215,0.4316817470861522,0.4023723308896382,0.25674718525461127,0.5881396418724336,0.39312767801433407,0.606872321985666,0.5976276691103618,0.6650394736235079,0.5683182529138477,0.7432528147453887,0.6551353633933231
2026-02-06,0.42185683447052025,0.34272614234010024,0.2599521325772444,0.49971814051078056,0.37844832831910585,,0.3805403156435503,0.6194596843564497,0.5002818594892194,0.6572738576598998,0.7400478674227555,0.6215516716808942,0.5781431655294798
2026-02-07,0.15198046927001777,0.3774989890381292,0.26210207793555146,0.39622610906580435,0.46150836068519085,,0.32986320119893875,0.6701367988010613,0.6037738909341956,0.6225010109618708,0.7378979220644486,0.5384916393148091,0.8480195307299823
2026-02-08,0.11661286552509893,0.4038577750039751,0.27122192415725827,0.40866695885877563,,,0.30008988088627697,0.699910119113723,0.5913330411412243,0.5961422249960249,0.7287780758427418,,0.883387134474901
2026-02-09,0.17268807054834528,0.3761002495001346,0.2720897363655456,0.41143371443427856,0.13289967685921958,,0.2730422895415047,0.7269577104584952,0.5885662855657214,0.6238997504998653,0.7279102636344543,0.8671003231407804,0.8273119294516547
2026-02-10,0.17529641282073744,0.407397857770612,0.2981054737792373,0.4386611164115486,0.2828407230696449,,0.320460316770356,0.679539683229644,0.5613388835884514,0.592602142229388,0.7018945262207628,0.7171592769303551,0.8247035871792625
2026-02-11,0.19161214832947562,0.39741823505642015,0.40780595746436626,0.46756599093485834,0.5556543861107256,,0.40401134357916924,0.5959886564208308,0.5324340090651416,0.6025817649435798,0.5921940425356338,0.4443456138892744,0.8083878516705244
2026-02-12,0.24621749662016462,0.3343336523294062,0.3431402613817211,0.49173357990055405,0.09877090415718845,,0.30283917887780687,0.6971608211221931,0.508266420099446,0.6656663476705937,0.6568597386182788,0.9012290958428115,0.7537825033798353
2026-02-13,0.22989276210601142,0.43285755813059845,0.3305295513007689,0.35727234306038985,0.3687828807401386,0.6249604617668795,0.3907159261841311,0.6092840738158689,0.6427276569396101,0.5671424418694015,0.6694704486992311,0.6312171192598615,0.7701072378939886
2026-02-14,0.1844762393136666,0.45363232854385444,0.2672620834753267,0.5088070172548177,,,0.3535444171469163,0.6464555828530837,0.4911929827451823,0.5463676714561456,0.7327379165246732,,0.8155237606863334
2026-02-15,0.261132936450115,0.3836059214569801,0.29126066639158016,0.3858731329837655,,,0.33046816432061016,0.6695318356793898,0.6141268670162345,0.61639407854302,0.7087393336084198,,0.7388670635498851
2026-02-16,0.2959134833521767,0.42046583304992635,0.2728693007205185,0.5170833712394636,0.43462624545459183,,0.3881916467633354,0.6118083532366646,0.4829166287605364,0.5795341669500736,0.7271306992794815,0.5653737545454082,0.7040865166478233
2026-02-17,0.34860151282894564,0.40529179248299274,0.28523739194100817,0.3721973931106218,0.3698910618292702,,0.35624383043856767,0.6437561695614323,0.6278026068893783,0.5947082075170073,0.7147626080589918,0.6301089381707299,0.6513984871710543
2026-02-18,0.5108206412560499,0.39123599159990635,0.3243289294399053,0.3576234572363683,0.2814838312524686,,0.3730985701569397,0.6269014298430603,0.6423765427636317,0.6087640084000936,0.6756710705600947,0.7185161687475314,0.48917935874395013
2026-02-19,0.40462478295821486,0.361628737629108,0.07241730938633943,0.38885106686997817,0.21027755259701345,0.12923089414865346,0.26117172393155125,0.7388282760684488,0.6111489331300218,0.6383712623708919,0.9275826906136606,0.7897224474029866,0.5953752170417852
2026-02-20,0.3338846097397053,0.3697134101181525,0.2911068464965262,0.4449772788422203,0.14257324480517194,0.5710816095124402,0.3588894999190361,0.6411105000809638,0.5550227211577796,0.6302865898818475,0.7088931535034738,0.857426755194828,0.6661153902602948
2026-02-21,0.27867786591041155,0.32860131943717785,0.3525785962808131,0.411203769916007,0.46379457609311003,,0.3669712255275039,0.6330287744724961,0.5887962300839931,0.6713986805628221,0.6474214037191869,0.53620542390689,0.7213221340895885
2026-02-22,0.3456462811790159,0.3028218118187393,0.3189036094106168,0.36265719671483715,0.6697107072650056,,0.39994792127764295,0.6000520787223571,0.6373428032851629,0.6971781881812606,0.6810963905893832,0.3302892927349944,0.654353718820984
2026-02-23,0.3258986151831917,0.3491214308531503,0.37254226450425953,0.3186011800183064,0.7998001075969068,,0.43319271963116296,0.5668072803688371,0.6813988199816936,0.6508785691468497,0.6274577354957405,0.20019989240309322,0.6741013848168083
2026-02-24,0.2694273104947103,0.36630354425571954,0.44086955138027206,0.3423414598838975,0.35428007503340536,0.2878844879824946,0.34351773817174985,0.6564822618282502,0.6576585401161025,0.6336964557442805,0.5591304486197279,0.6457199249665946,0.7305726895052898
2026-02-25,0.2679170807579472,0.3375379733275998,0.45171663691027875,0.5322407785868178,0.17799226152286227,,0.35348094622110116,0.6465190537788988,0.46775922141318216,0.6624620266724002,0.5482833630897213,0.8220077384771377,0.7320829192420528
2026-02-26,0.3611246168961306,0.2971343284139986,0.3269304707163178,0.2882086839072265,0.095937597928294,,0.2738671395723935,0.7261328604276065,0.7117913160927736,0.7028656715860013,0.6730695292836821,0.904062402071706,0.6388753831038694
2026-02-27,0.5000107567207159,0.3635289294798708,0.30075099748855294,0.21922927189370597,0.2079542508921046,0.6007173282650288,0.3653652557899965,0.6346347442100035,0.780770728106294,0.6364710705201292,0.6992490025114471,0.7920457491078954,0.49998924327928407
2026-02-28,0.4795878324196086,0.3378618999833032,0.31698306086206424,0.3747434006188146,0.2748393231385592,,0.35680310340446997,0.64319689659553,0.6252565993811854,0.6621381000166968,0.6830169391379357,0.7251606768614408,0.5204121675803914
2026-03-01,0.20242164313444216,0.3715502521261691,0.24428266184734168,0.40322201315952483,0.5628976778178628,,0.35687484961706806,0.6431251503829319,0.5967779868404752,0.6284497478738309,0.7557173381526583,0.4371023221821372,0.7975783568655579
2026-03-02,0.30152252238678207,0.38790115462875996,0.24742068084504867,0.3806787447941816,0.3765873904593869,,0.3388220986228318,0.6611779013771681,0.6193212552058184,0.61209884537124,0.7525793191549514,0.6234126095406132,0.6984774776132179
2026-03-03,0.2813224454790844,0.42629173664586595,0.2424636745039845,0.46014259500721744,0.502627937722101,0.5146482857332302,0.40458277918191393,0.5954172208180861,0.5398574049927826,0.573708263354134,0.7575363254960155,0.497372062277899,0.7186775545209156
2026-03-04,0.46919638880284037,0.411320229525116,0.21446050022291,0.40678018929290005,0.5854731874491623,,0.41744609905858576,0.5825539009414142,0.5932198107071,0.5886797704748841,0.78553949977709,0.4145268125508377,0.5308036111971597
2026-03-05,0.5278373038467137,0.39987908361984503,0.3416799620797462,0.41726004763417507,0.20496899631143323,,0.3783250786983826,0.6216749213016174,0.582739952365825,0.600120916380155,0.6583200379202538,0.7950310036885668,0.4721626961532863
2026-03-06,0.43622416530918473,0.4300372240732284,0.2481273101390137,0.34082647780331404,0.2544119870281943,,0.3419254328705871,0.6580745671294129,0.6591735221966859,0.5699627759267716,0.7518726898609863,0.7455880129718058,0.5637758346908153
2026-03-07,0.3591541520558171,0.40597632930758876,0.2108108689026854,0.3328876010905295,0.2764507133472159,,0.3170559329407673,0.6829440670592327,0.6671123989094705,0.5940236706924112,0.7891891310973146,0.7235492866527842,0.640845847944183
2026-03-08,0.3914839541556004,0.4266721899756625,0.34151513497869146,0.3353874444930424,0.5354476460249197,,0.40610127392558326,0.5938987260744167,0.6646125555069575,0.5733278100243375,0.6584848650213085,0.4645523539750803,0.6085160458443997
2026-03-09,0.47913311300945205,0.3255739636739005,0.435403884208495,0.3521076395513594,0.5344130483136932,,0.4253263297513801,0.5746736702486199,0.6478923604486406,0.6744260363260994,0.5645961157915049,0.4655869516863068,0.520866886990548
2026-03-10,0.2521392320229841,0.36938724449432353,0.4958814053146179,0.26760069238445156,0.3213949885776931,,0.3412807125588141,0.6587192874411859,0.7323993076155484,0.6306127555056764,0.5041185946853821,0.6786050114223069,0.747860767977016
2026-03-11,0.13844748606387705,0.37336967154591355,0.5092835919167377,0.3824659361341505,0.3421689567229613,,0.349147128476728,0.650852871523272,0.6175340638658495,0.6266303284540864,0.49071640808326233,0.6578310432770387,0.861552513936123
2026-03-12,0.15272783768748466,0.36209030509796986,0.364007341973089,0.30213016060335507,0.3024631888704392,0.5429224912354176,0.3377235542446259,0.662276445755374,0.6978698393966449,0.6379096949020302,0.6359926580269111,0.6975368111295608,0.8472721623125153
2026-03-13,0.27494003357428176,0.34709538471374,0.528117363914666,0.23811877980269042,0.33773372851339784,,0.34520105810375523,0.6547989418962448,0.7618812201973095,0.65290461528626,0.471882636085334,0.6622662714866021,0.7250599664257182
2026-03-14,0.2751378297344635,0.4383510871409305,0.34331337281300267,0.18014453472122943,0.544422470649777,0.634910118880608,0.4027132356566685,0.5972867643433315,0.8198554652787706,0.5616489128590695,0.6566866271869973,0.455577529350223,0.7248621702655365
2026-03-15,0.2887592982936058,0.40282284078919584,0.4147883555703411,0.2909691951667943,0.5468017909199436,0.6235039651070065,0.42794090764114784,0.5720590923588522,0.7090308048332057,0.5971771592108042,0.5852116444296589,0.45319820908005637,0.7112407017063942
2026-03-16,0.3373547200375429,0.3545277306464115,0.4261479790573423,0.3957938785884092,0.4891858086952804,,0.4006020234049973,0.5993979765950027,0.6042061214115908,0.6454722693535885,0.5738520209426576,0.5108141913047196,0.6626452799624571
2026-03-17,0.2534330498927384,0.35829759112498244,0.30117000614656153,0.2718846805350646,0.362137685535542,,0.3093846026469778,0.6906153973530222,0.7281153194649355,0.6417024088750176,0.6988299938534385,0.637862314464458,0.7465669501072616
2026-03-18,0.41573989918007515,0.42180330880712985,0.30641934499011014,0.2973298094127809,0.48434758974379666,0.2640090994064861,0.3649415085900632,0.6350584914099369,0.702670190587219,0.5781966911928702,0.6935806550098899,0.5156524102562033,0.5842601008199249
2026-03-19,0.3381751028103778,0.37692067699611725,0.24470097797287454,0.30443260736720673,0.37049092132833267,,0.3269440572949818,0.6730559427050182,0.6955673926327932,0.6230793230038827,0.7552990220271254,0.6295090786716673,0.6618248971896221
2026-03-20,0.5366836210591762,0.4145445261103893,0.3176147588287178,0.28273755425183966,0.2851671344773746,,0.3673495189454995,0.6326504810545005,0.7172624457481603,0.5854554738896107,0.6823852411712822,0.7148328655226255,0.4633163789408238
2026-03-21,0.5132209276056403,0.39865957823835274,0.249973347631718,0.3163250269986961,0.29068329002243914,,0.35377243409936926,0.6462275659006307,0.6836749730013039,0.6013404217616473,0.750026652368282,0.7093167099775608,0.4867790723943597
2026-03-22,0.5075159289385541,0.4018128614414593,0.2138585443567869,0.2959402609567182,0.3710130555698913,,0.358028130252682,0.641971869747318,0.7040597390432818,0.5981871385585407,0.7861414556432131,0.6289869444301087,0.49248407106144587
2026-03-23,0.584531466505604,0.37022696796631505,0.43230338128111684,0.34658377626763676,0.33529651724748966,,0.41378842185363246,0.5862115781463675,0.6534162237323633,0.629773032033685,0.5676966187188832,0.6647034827525103,0.41546853349439605
2026-03-24,0.5355278158792375,0.36946377142269027,0.43309701472600076,0.32792257308668094,0.16425359419723767,,0.36605295386236947,0.6339470461376305,0.6720774269133191,0.6305362285773097,0.5669029852739993,0.8357464058027624,0.4644721841207625
2026-03-25,0.5027551352321661,0.3381770046986201,0.40733434780611355,0.2966263859315983,0.2979979317387299,0.5296787274956426,0.3954282554838118,0.6045717445161882,0.7033736140684017,0.6618229953013799,0.5926656521938864,0.7020020682612701,0.4972448647678339
2026-03-26,0.4472252404746229,0.3096240864267914,0.3020728030113667,0.28931107438948284,0.2845278057912062,,0.326552202018694,0.673447797981306,0.7106889256105171,0.6903759135732086,0.6979271969886334,0.7154721942087938,0.5527747595253771
2026-03-27,0.45092356008053674,0.26859852211565105,0.25412581193715483,0.2196118139208574,0.34213614778908746,,0.30707917116865746,0.6929208288313425,0.7803881860791426,0.731401477884349,0.7458741880628452,0.6578638522109126,0.5490764399194632
2026-03-28,0.3708972373791059,0.39728517913884004,0.20400330605776212,0.18784076437758554,0.28582202280414576,,0.28916970195148783,0.7108302980485122,0.8121592356224144,0.6027148208611599,0.7959966939422378,0.7141779771958543,0.629102762620894
2026-03-29,0.40801113188999366,0.3379395368797332,0.13936731015250095,0.11972169851833224,0.27202114020269547,,0.2554121635286511,0.744587836471349,0.8802783014816677,0.6620604631202668,0.8606326898474991,0.7279788597973045,0.5919888681100063
2026-03-30,0.29431365132037457,0.31009212097316124,0.2145419624734381,0.1643581571204725,0.2790812833432784,0.5296289092628838,0.29866934741560147,0.7013306525843985,0.8356418428795275,0.6899078790268387,0.7854580375265618,0.7209187166567216,0.7056863486796254
2026-03-31,0.3402342009272844,0.344505825373394,0.22833046662292505,0.32023354764493245,0.09209166205079751,,0.2650791405238667,0.7349208594761333,0.6797664523550675,0.655494174626606,0.7716695333770749,0.9079083379492024,0.6597657990727156
2026-04-01,0.29245080638363036,0.37172051565412656,0.3130757837940104,0.3453533596755934,0.234697207143425,,0.3114595345301571,0.6885404654698428,0.6546466403244067,0.6282794843458734,0.6869242162059896,0.765302792856575,0.7075491936163696
2026-04-02,0.25942864107318353,0.36263835693204854,0.2940868147114323,0.40227518470971524,0.381352893445637,,0.33995637817440333,0.6600436218255967,0.5977248152902848,0.6373616430679514,0.7059131852885677,0.6186471065543631,0.7405713589268165
2026-04-03,0.5310002224531573,0.3554362294772689,0.20310017481586695,0.29181816927387705,0.4117604303527095,,0.35862304527457595,0.641376954725424,0.708181830726123,0.6445637705227312,0.796899825184133,0.5882395696472905,0.46899977754684274
2026-04-04,0.42336291695404826,0.3661770791754459,0.20385643382556143,0.14567149025975923,0.48495624625511197,,0.32480483329398535,0.6751951667060146,0.8543285097402408,0.633822920824554,0.7961435661744386,0.515043753744888,0.5766370830459517
2026-04-05,0.11981022640592913,0.3573737266410043,0.25010898104375867,0.375946156161056,0.48653286223836756,0.5372943570751706,0.3545110515942144,0.6454889484057855,0.624053843838944,0.6426262733589957,0.7498910189562413,0.5134671377616324,0.8801897735940709
2026-04-06,0.1575161866461736,0.36283831096186825,0.2020194735468339,0.3053625215790333,0.5420340570782128,,0.31395410996242445,0.6860458900375755,0.6946374784209667,0.6371616890381318,0.7979805264531661,0.45796594292178716,0.8424838133538264
2026-04-07,0.17875554323822387,0.3302067431546217,0.36391608550824406,0.3286588796679863,0.4929265208641222,,0.33889275448663964,0.6611072455133604,0.6713411203320137,0.6697932568453784,0.6360839144917559,0.5070734791358777,0.8212444567617762
2026-04-08,0.059731140717975154,0.3476881928536557,0.3739573618051348,0.31956710072743194,0.3999422027079069,0.5900074265153624,0.3484822375545778,0.6515177624454223,0.6804328992725681,0.6523118071463443,0.6260426381948652,0.6000577972920931,0.9402688592820249
2026-04-09,0.08202041403575251,0.39233696285499053,0.35805422975367607,0.35641339089116053,0.5412171127427906,,0.3460084220556741,0.6539915779443259,0.6435866091088395,0.6076630371450095,0.6419457702463239,0.4587828872572094,0.9179795859642474
2026-04-10,0.09681686452814475,0.30163318996944677,0.30862710702336604,0.353588036008654,0.410359636944414,,0.29420496689480513,0.7057950331051949,0.6464119639913459,0.6983668100305532,0.691372892976634,0.589640363055586,0.9031831354718552
2026-04-11,0.28723003451807255,0.36483833428330475,0.2895324336758407,0.34070582294871,0.3959939625844568,0.5464217778847361,0.3707870609825202,0.6292129390174799,0.65929417705129,0.6351616657166952,0.7104675663241593,0.6040060374155432,0.7127699654819275
2026-04-12,0.37445361557342693,0.34441118697245077,0.36288935177551157,0.30105534296195596,0.4488479844751424,0.6085251210480321,0.4066971004677533,0.5933028995322467,0.698944657038044,0.6555888130275492,0.6371106482244884,0.5511520155248576,0.6255463844265731
2026-04-13,0.20675280667078105,0.3452604082106306,0.19162270112120242,0.26652296873716336,0.5431617311246776,0.5386284569086389,0.34865817879551564,0.6513418212044844,0.7334770312628367,0.6547395917893695,0.8083772988787976,0.4568382688753224,0.7932471933292189
2026-04-14,0.2848623446622685,0.38869057313393945,0.21692178376240165,0.2986654089422651,0.21363016575591534,0.5911554035856185,0.3323209466404014,0.6676790533595987,0.7013345910577349,0.6113094268660606,0.7830782162375983,0.7863698342440847,0.7151376553377315
2026-04-15,0.2475104293128251,0.35999138694069943,0.17515160824446926,0.303584726729787,0.4467442943720617,0.5930501753126469,0.35433877015208154,0.6456612298479185,0.696415273270213,0.6400086130593006,0.8248483917555307,0.5532557056279384,0.7524895706871749
2026-04-16,0.41054838004543864,0.326350679673266,0.15541385852985706,0.25576302144122853,0.366602194498158,0.5911725209924478,0.35097510919673264,0.6490248908032674,0.7442369785587715,0.673649320326734,0.844586141470143,0.633397805501842,0.5894516199545614
2026-04-17,0.6128806282714119,0.34635592642111496,0.2814329939713192,0.320858497625831,0.3378893751782835,,0.3798834842935921,0.6201165157064079,0.6791415023741689,0.6536440735788851,0.7185670060286808,0.6621106248217166,0.3871193717285881
2026-04-18,0.5118928978063941,0.3844597742203152,0.25773318779348814,0.35953465230277654,0.27298565986093715,0.48237486011499453,0.3781635053498176,0.6218364946501824,0.6404653476972235,0.6155402257796848,0.7422668122065119,0.7270143401390629,0.48810710219360587
2026-04-19,0.5442206168044007,0.34244844307428424,0.18202363468319288,0.31713981247080747,0.36376350739640995,0.47518468288428156,0.3707967828855628,0.6292032171144373,0.6828601875291925,0.6575515569257158,0.8179763653168071,0.63623649260359,0.4557793831955993
2026-04-20,0.5855339764523745,0.2877098677657314,0.24900713520343598,0.2930245559729033,0.3961648731186504,0.521700089626471,0.3888567496899277,0.6111432503100722,0.7069754440270968,0.7122901322342686,0.750992864796564,0.6038351268813495,0.4144660235476255
2026-04-21,0.5957986316504665,0.30776757302226665,0.3034361275663317,0.2757799691416499,0.45569980462154847,0.477760943428984,0.40270717490520785,0.5972928250947922,0.7242200308583501,0.6922324269777334,0.6965638724336682,0.5443001953784515,0.40420136834953346
2026-04-22,0.38804848206161646,0.3685625451341048,0.169409962920875,0.29391574662970277,0.43476511788573585,,0.33094037092640705,0.669059629073593,0.7060842533702972,0.6314374548658952,0.830590037079125,0.5652348821142641,0.6119515179383835
2026-04-23,0.3730486069900089,0.38252741662963313,0.40251729154082727,0.3269458671649916,0.40618485604183524,0.8122633339901065,0.4505812287262338,0.5494187712737661,0.6730541328350084,0.6174725833703669,0.5974827084591727,0.5938151439581647,0.626951393009991
2026-04-24,0.28942236324071186,0.3799373465970929,0.3384972062057582,0.32861666273919354,0.44429045168936,,0.35615280609442335,0.6438471939055767,0.6713833372608065,0.6200626534029071,0.6615027937942418,0.55570954831064,0.7105776367592882
2026-04-25,0.2708448065460301,0.33418406898572156,0.17211813011114283,0.27655266667851935,0.26773674713004664,0.72626798401503,0.34128406724441507,0.6587159327555849,0.7234473333214806,0.6658159310142784,0.8278818698888571,0.7322632528699533,0.72915519345397
2026-04-26,0.09658021343065325,0.3209465623368853,0.28295327782093693,0.43709202203475184,0.25725583186582257,0.4666367272810769,0.31024410579502115,0.6897558942049788,0.5629079779652482,0.6790534376631148,0.7170467221790631,0.7427441681341774,0.9034197865693467
2026-04-27,0.1038224157898216,0.3372443558942492,0.24501421238573345,0.2897086004385061,0.25757102479060645,0.7037041490972412,0.3228441263993597,0.6771558736006402,0.7102913995614939,0.6627556441057507,0.7549857876142665,0.7424289752093935,0.8961775842101785
2026-04-28,0.21128573613029492,0.3760118540849286,0.5723991731153021,0.35209585807885363,0.3355426949894916,,0.3694670632797742,0.6305329367202258,0.6479041419211464,0.6239881459150713,0.4276008268846979,0.6644573050105085,0.7887142638697051
2026-04-29,0.09536313361210516,0.3889359857538189,0.284469563563832,0.3787447311398888,0.367289751653888,0.47476485376024297,0.33159466991396264,0.6684053300860373,0.6212552688601112,0.6110640142461812,0.715530436436168,0.632710248346112,0.9046368663878949
2026-04-30,0.0612877885136774,0.4056612824980193,0.18266853025881463,0.31481363080289126,0.33664406387365686,0.729617854478956,0.33844885840433586,0.6615511415956641,0.6851863691971087,0.5943387175019808,0.8173314697411853,0.6633559361263431,0.9387122114863226
2026-05-01,0.30673619579274947,0.3944782260463465,0.15603012868269003,0.399589065474799,0.3920073054223951,0.6474047435553816,0.3827076108290603,0.6172923891709396,0.600410934525201,0.6055217739536535,0.8439698713173099,0.6079926945776049,0.6932638042072505
2026-05-02,0.4162046267265209,0.3907418541831923,0.0747488606540044,0.3647311367578986,0.480111911302551,,0.3453076779248334,0.6546923220751666,0.6352688632421014,0.6092581458168077,0.9252511393459956,0.5198880886974491,0.5837953732734791
2026-05-03,0.44103363801746276,0.3804402317463775,0.1684454092762847,0.3503257125907363,0.5221107789346255,,0.37247115411309734,0.6275288458869026,0.6496742874092637,0.6195597682536225,0.8315545907237153,0.47788922106537446,0.5589663619825372
2026-05-04,0.47518763250857676,0.35743809990249553,0.23828326334372818,0.41063944080604964,0.5660945568798053,0.28996039244319977,0.38960056431397594,0.6103994356860241,0.5893605591939504,0.6425619000975045,0.7617167366562718,0.43390544312019474,0.5248123674914232
2026-05-05,0.521697213817893,0.3876760215936364,0.11183129404700598,0.40971354458734405,0.49408261316924923,0.2939801930461916,0.36983014671022,0.6301698532897799,0.5902864554126559,0.6123239784063637,0.888168705952994,0.5059173868307507,0.478302786182107
2026-05-06,0.5156144911167487,0.38483919095030067,0.09893784162144391,0.3398108618530886,0.3632533760366203,0.4232907042413152,0.35429107763658624,0.6457089223634138,0.6601891381469114,0.6151608090496994,0.9010621583785561,0.6367466239633797,0.48438550888325127
2026-05-07,0.5733865988817324,0.40085402897429084,0.08369532398696225,0.34063070388482936,0.4550443481823354,0.4488079465341577,0.38373649174071794,0.616263508259282,0.6593692961151707,0.5991459710257092,0.9163046760130378,0.5449556518176646,0.4266134011182676
2026-05-08,0.43925224131639556,0.41716557438648255,0.14163212994160473,0.7626502492049211,0.4245015478954952,0.45637649724850854,0.4402630399989014,0.5597369600010986,0.23734975079507892,0.5828344256135174,0.8583678700583952,0.5754984521045048,0.5607477586836045
2026-05-09,0.43333541505286743,0.36891950988512945,0.10339522687474934,0.018219393483461663,0.42553513205522653,0.4243548782639595,0.29562659260256563,0.7043734073974344,0.9817806065165383,0.6310804901148706,0.8966047731252507,0.5744648679447735,0.5666645849471326
2026-05-10,0.4692873883101667,0.37378004574137136,0.12228290221244716,0.38260926944617885,0.444884133768605,0.37699233761237594,0.3616393461818575,0.6383606538181426,0.6173907305538211,0.6262199542586286,0.8777170977875528,0.5551158662313951,0.5307126116898333
2026-05-11,0.3496153589657306,0.3226959422052898,0.2834952120935793,0.13004316393003393,0.45440054067139024,0.4132959887768453,0.3255910344404782,0.6744089655595218,0.8699568360699661,0.6773040577947103,0.7165047879064207,0.5455994593286098,0.6503846410342694
2026-05-12,0.2929510559980324,0.3648862372820275,0.22216357211025609,0.0708371203380403,0.5587780047999173,0.42796850459249,0.32293074918679393,0.6770692508132061,0.9291628796619598,0.6351137627179725,0.7778364278897439,0.44122199520008265,0.7070489440019676
2026-05-13,0.317269071825327,0.34083419728667474,0.14259460349316852,0.10984518080799725,0.4943817750868623,0.42537474506224077,0.3050499289270451,0.6949500710729549,0.8901548191920028,0.6591658027133253,0.8574053965068315,0.5056182249131377,0.682730928174673
2026-05-14,0.29960569719116587,0.33091194425712367,0.2739395361284899,0.275337376609745,0.5169214693703832,0.3842384845759953,0.3468257513554838,0.6531742486445162,0.724662623390255,0.6690880557428763,0.72606046387151,0.4830785306296168,0.7003943028088342
2026-05-15,0.32156327244328026,0.3665903779344592,0.3073581532552494,0.20190818115861492,0.48324383442271446,0.34568092539246614,0.3377241241011307,0.6622758758988694,0.798091818841385,0.6334096220655407,0.6926418467447506,0.5167561655772855,0.6784367275567198
2026-05-16,0.3022787881688896,0.3968547989870273,0.2147261285582917,0.18298864688399039,0.40134278784973754,0.37545627122389735,0.312274570278639,0.6877254297213611,0.8170113531160096,0.6031452010129728,0.7852738714417082,0.5986572121502625,0.6977212118311105
2026-05-17,0.34038763738872707,0.4252425291389955,0.14879244688030238,0.292929958641072,0.3903419307950572,0.389851720726504,0.331257703928443,0.668742296071557,0.7070700413589279,0.5747574708610045,0.8512075531196976,0.6096580692049428,0.6596123626112729
2026-05-18,0.38132069296746035,0.3652514119493332,0.1497175407732127,0.2539320396875384,0.5291079710791604,0.37809464699138134,0.34290405057468104,0.657095949425319,0.7460679603124616,0.6347485880506668,0.8502824592267872,0.4708920289208396,0.6186793070325396
2026-05-19,0.3594390452242541,0.34416749011204817,0.11122277370484433,0.2436122922226014,0.37919713493253954,0.35968773087390743,0.29955441117836584,0.7004455888216341,0.7563877077773986,0.6558325098879518,0.8887772262951557,0.6208028650674604,0.6405609547757459
2026-05-20,0.43694401438093905,0.3347969727709816,0.2793996495548388,0.3392515055922556,0.44743800726015837,0.3328418129275911,0.3617786604144608,0.6382213395855392,0.6607484944077444,0.6652030272290184,0.7206003504451612,0.5525619927398416,0.5630559856190609
2026-05-21,0.28961252694300155,0.3028326032143395,0.11954679630390062,0.26057805335197237,0.4852596323880628,0.32290272037792417,0.2967887220965335,0.7032112779034665,0.7394219466480276,0.6971673967856604,0.8804532036960994,0.5147403676119372,0.7103874730569985
2026-05-22,0.35990107496631357,0.33102779043545233,0.12430145168572967,0.41760032204828007,0.38002465674881897,0.3385496527024767,0.3252341580978452,0.6747658419021547,0.58239967795172,0.6689722095645476,0.8756985483142703,0.619975343251181,0.6400989250336864
2026-05-23,0.5386351004603516,0.32959239071664537,0.17269455241646353,0.3179657006522402,0.41946827455633967,0.3216127328872188,0.34999479194820987,0.6500052080517902,0.6820342993477597,0.6704076092833546,0.8273054475835364,0.5805317254436604,0.46136489953964843
2026-05-24,0.6017477017427745,0.3371124683556873,0.19976240221063188,0.1850020132867041,0.3230268798704617,0.32731663640044945,0.32899468364445145,0.6710053163555485,0.8149979867132959,0.6628875316443127,0.8002375977893681,0.6769731201295384,0.3982522982572255
2026-05-25,0.4079570693539648,0.34985461710433957,0.18161473287185378,0.3256546913902306,0.2791632315581828,0.3501235599086385,0.31572798369786836,0.6842720163021316,0.6743453086097694,0.6501453828956605,0.8183852671281462,0.7208367684418172,0.5920429306460352
2026-05-26,0.31256011114062465,0.32285508039373934,0.16522388450618328,0.3989829635541143,0.28561741907146887,0.3047394541262691,0.29832981879873327,0.7016701812012667,0.6010170364458858,0.6771449196062607,0.8347761154938167,0.7143825809285311,0.6874398888593753
2026-05-27,0.3397576330375568,0.3373464795203167,0.16050064730576316,0.3828313927601919,0.24039435151704694,0.3753460570557153,0.30602942686609846,0.6939705731339015,0.6171686072398082,0.6626535204796833,0.8394993526942368,0.7596056484829531,0.6602423669624432
2026-05-28,0.4204086685905056,0.35943286846344447,0.156433377952535,0.4953382957052797,0.23395897561261225,0.3245038248523229,0.33167933519611664,0.6683206648038833,0.5046617042947203,0.6405671315365555,0.843566622047465,0.7660410243873877,0.5795913314094945
2026-05-29,0.4184872632756638,0.3808860192714653,0.11589008286998652,0.42107376580390316,0.2062568612024715,0.35005439446435077,0.3154413978146402,0.6845586021853598,0.5789262341960968,0.6191139807285346,0.8841099171300135,0.7937431387975284,0.5815127367243362
2026-05-30,0.21867554779346013,0.397511014682005,0.12598574806697943,0.44031622868765813,0.050933614626813804,0.3458963302600519,0.26321974735282805,0.736780252647172,0.5596837713123419,0.602488985317995,0.8740142519330205,0.9490663853731862,0.7813244522065399
